GRASS,,,,F.O.E.,,,,F.O.E.,,
POKÉMON,LEVEL,ENCOUNTER %,,POKÉMON,LEVEL,ENCOUNTER %,,POKÉMON,LEVEL,ENCOUNTER %
Lunatone,46-48,20%,,Gardevoir ⭐,65,Event,,Gallade ⭐,65,Event
Hypno,46-49,24%,,Psychic,,,,5-Ring Sword,,
Claydol ⭐,46-49,15%,,Shadow Ball,,,,Close Combat,,
Solrock,46-49,15%,,Aura Sphere,,,,Triple Axel,,
Kadabra,46-49,20%,,Ad Nihilo,,,,Leaf Blade,,
Metang,47-49,6%,,,,,,,,
,,,,,,,,,,
FIFTH STRATUM - B3F,,,,,,,,,,
,,,,,,,,,,
GRASS,,,,,,,,,,
POKÉMON,LEVEL,ENCOUNTER %,,,,,,,,
Electrode (Hisui)⭐,48-50,20%,,,,,,,,
Banette,48-51,24%,,,,,,,,
Marowak ⭐,48-51,15%,,,,,,,,
Mr. Mime,48-51,15%,,,,,,,,
Jynx ⭐,48-51,20%,,,,,,,,
Gardevoir ⭐,49-51,6%,,,,,,,,
,,,,,,,,,,
FIFTH STRATUM - B4F,,,,,,,,,,
,,,,,,,,,,
GRASS,,,,,,,,,,
POKÉMON,LEVEL,ENCOUNTER %,,,,,,,,
Muk (Alola)⭐,49-51,20%,,,,,,,,
Wigglytuff ⭐,49-52,24%,,,,,,,,
Slowbro,49-52,15%,,,,,,,,
Clefable,49-52,15%,,,,,,,,
Xatu ⭐,49-52,20%,,,,,,,,
Alakazam,50-52,6%,,,,,,,,
,,,,,,,,,,
SIXTH STRATUM (SOUTH),,,,,,,,,,
,,,,,,,,,,
GRASS,,,,F.O.E.,,,,,,
POKÉMON,LEVEL,ENCOUNTER %,,POKÉMON,LEVEL,ENCOUNTER %,,,,
Piloswine,53-55,20%,,Mamoswine,70,Event,,,,
Loudred,53-56,24%,,Icicle Crash,,,,,,
Snorunt,53-56,15%,,Earthquake,,,,,,
Medicham ⭐,53-56,15%,,Stone Edge,,,,,,
Lairon ⭐,53-56,20%,,Ice Shard,,,,,,
Weavile ⭐,54-56,6%,,,,,,,,
,,,,,,,,,,
SIXTH STRATUM (CENTER),,,,,,,,,,
,,,,,,,,,,
GRASS,,,,F.O.E.,,,,,,
POKÉMON,LEVEL,ENCOUNTER %,,POKÉMON,LEVEL,ENCOUNTER %,,,,
Piloswine,54-56,20%,,Rapidash ⭐,70,Event,,,,
Hariyama,54-57,24%,,Flare Blitz,,,,,,
Machoke ⭐,54-57,15%,,Drill Run,,,,,,
Graveler,54-57,15%,,Icicle Crash,,,,,,
Ursaring,54-57,20%,,Wild Charge,,,,,,
Aggron ⭐,55-57,6%,,,,,,,,
,,,,,,,,,,
SIXTH STRATUM (NORTH),,,,,,,,,,
,,,,,,,,,,
GRASS,,,,,,,,,,
POKÉMON,LEVEL,ENCOUNTER %,,,,,,,,
Ponyta ⭐,54-56,20%,,,,,,,,
Glalie,54-58,24%,,,,,,,,
Medicham ⭐,54-58,15%,,,,,,,,
Sneasel ⭐,54-58,15%,,,,,,,,
Golduck,54-58,20%,,,,,,,,
Swalot ⭐,56-58,6%,,,,,,,,
,,,,,,,,,,
SIXTH STRATUM (WEST),,,,,,,,,,
,,,,,,,,,,
GRASS,,,,F.O.E.,,,,,,
POKÉMON,LEVEL,ENCOUNTER %,,POKÉMON,LEVEL,ENCOUNTER %,,,,
Sealeo,54-56,20%,,Glalie,70,Event,,,,
Slowbro,54-58,24%,,Ice Beam,,,,,,
Ambipom,54-58,15%,,Earthquake,,,,,,
Tauros,54-58,15%,,Super Fang,,,,,,
Absol ⭐,54-58,20%,,Icy Wind,,,,,,
Stantler ⭐,56-58,6%,,,,,,,,
,,,,,,,,,,
ACUITY LAKEFRONT,,,,,,,,,,
,,,,,,,,,,
GRASS,,,,EVENT,,,,,,
POKÉMON,LEVEL,ENCOUNTER %,,POKÉMON,LEVEL,ENCOUNTER %,,,,
Sneasel ⭐,50-52,20%,,Suicune,60,Event,,,,
Sealeo,50-53,24%,,,,,,,,
Snorunt,50-53,15%,,,,,,,,
Piloswine,50-53,15%,,,,,,,,
Ursaring,50-53,20%,,,,,,,,
Froslass,51-53,6%,,,,,,,,
,,,,,,,,,,
LAKE OF RAGE,,,,,,,,,,
,,,,,,,,,,
GRASS,,,,FISHING,,,,EVENT,,
POKÉMON,LEVEL,ENCOUNTER %,,OLD ROD,,,,POKÉMON,LEVEL,ENCOUNTER %
Venomoth,50-52,20%,,POKÉMON,LEVEL,ENCOUNTER %,,Raikou,60,Event
Furret,50-53,24%,,Magikarp,5,70%,,,,
Noctowl ⭐,50-53,15%,,Feebas,5,30%,,,,
Ratreecate ⭐,50-53,15%,,GOOD ROD,,,,,,
Ampharos ⭐,50-53,20%,,POKÉMON,LEVEL,ENCOUNTER %,,,,
Farigiraf,51-53,6%,,Poliwag,5-15,60%,,,,
,,,,Magikarp,5-15,20%,,,,
,,,,Feebas,5-15,20%,,,,
,,,,SUPER ROD,,,,,,
,,,,POKÉMON,LEVEL,ENCOUNTER %,,,,
,,,,Poliwag,15-25,40%,,,,
,,,,Poliwag,15-25,30%,,,,
,,,,Gyarados,15-25,15%,,,,
,,,,Poliwhirl,25-35,10%,,,,
,,,,Gyarados,25-35,5%,,,,
,,,,,,,,,,
MOUNT CHIMNEY,,,,,,,,,,
,,,,,,,,,,
GRASS,,,,EVENT,,,,,,
POKÉMON,LEVEL,ENCOUNTER %,,POKÉMON,LEVEL,ENCOUNTER %,,,,
Camerupt,50-52,20%,,Entei,60,Event,,,,
Torkoal,50-53,24%,,,,,,,,
Magmar ⭐,50-53,15%,,,,,,,,
Machoke ⭐,50-53,15%,,,,,,,,
Lairon ⭐,50-53,20%,,,,,,,,
Pupitar,51-53,6%,,,,,,,,
,,,,,,,,,,
SEVENTH STRATUM - B1F,,,,,,,,,,
,,,,,,,,,,
GRASS,,,,F.O.E.,,,,,,
POKÉMON,LEVEL,ENCOUNTER %,,POKÉMON,LEVEL,ENCOUNTER %,,,,
Ratreecate ⭐,60-61,20%,,Ninetales ⭐,75,Event,,,,
Bellossom ⭐,60-62,24%,,Divine Storm,,,,,,
Azumarill,60-62,15%,,Dark Pulse,,,,,,
Breloom ⭐,60-62,15%,,Fire Blast,,,,,,
Claydol ⭐,60-62,20%,,Psychic,,,,,,
Ampharos ⭐,60-62,6%,,,,,,,,
,,,,,,,,,,
SEVENTH STRATUM - B2F,,,,,,,,,,
,,,,,,,,,,
GRASS,,,,F.O.E.,,,,,,
POKÉMON,LEVEL,ENCOUNTER %,,POKÉMON,LEVEL,ENCOUNTER %,,,,
Marowak ⭐,60-61,20%,,Metagross,75,Event,,,,
Swalot ⭐,60-62,24%,,Ice Punch,,,,,,
Pupitar,60-62,15%,,Earthquake,,,,,,
Arbok ⭐,60-62,15%,,Zen Headbutt,,,,,,
Ampharos ⭐,60-62,20%,,Meteor Mash,,,,,,
Scizor,60-62,6%,,,,,,,,
,,,,,,,,,,
SEVENTH STRATUM - B3F,,,,,,,,,,
,,,,,,,,,,
GRASS,,,,F.O.E.,,,,,,
POKÉMON,LEVEL,ENCOUNTER %,,POKÉMON,LEVEL,ENCOUNTER %,,,,
Ninetales ⭐,61-62,20%,,Kabutops ⭐,75,Event,,,,
Claydol ⭐,61-63,24%,,Night Slash,,,,,,
Vileplume,61-63,15%,,Sucker Punch,,,,,,
Altaria,61-63,15%,,Scythe Dance,,,,,,
Alakazam,61-63,20%,,Dual Wingbeat,,,,,,
Tyranitar,61-63,6%,,,,,,,,
,,,,,,,,,,
PORCELAIN CAVE,,,,,,,,,,
,,,,,,,,,,
GRASS,,,,,,,,,,
POKÉMON,LEVEL,ENCOUNTER %,,,,,,,,
Golem,61-62,20%,,,,,,,,
Probopass,61-63,24%,,,,,,,,
Golbat,61-63,15%,,,,,,,,
Haunter,61-63,15%,,,,,,,,
Exploud,61-63,20%,,,,,,,,
Dudunsparce,61-63,6%,,,,,,,,
,,,,,,,,,,
SEVENTH STRATUM - B4F,,,,,,,,,,
,,,,,,,,,,
GRASS,,,,,,,,,,
POKÉMON,LEVEL,ENCOUNTER %,,,,,,,,
Ninetales ⭐,62-63,20%,,,,,,,,
Fearow ⭐,62-64,24%,,,,,,,,
Ratreecate ⭐,62-64,15%,,,,,,,,
Gliscor,62-64,15%,,,,,,,,
Scizor,62-64,20%,,,,,,,,
Metagross,62-64,6%,,,,,,,,
,,,,,,,,,,
EIGHTH STRATUM - B1F,,,,,,,,,,
,,,,,,,,,,
GRASS,,,,F.O.E.,,,,,,
POKÉMON,LEVEL,ENCOUNTER %,,POKÉMON,LEVEL,ENCOUNTER %,,,,
Tangrowth ⭐,67-68,20%,,Flygon,80,Event,,,,
Jynx ⭐,67-69,24%,,Earth Power,,,,,,
Arbok ⭐,67-69,15%,,Bug Buzz,,,,,,
Dusclops ⭐,67-69,15%,,Dragon Pulse,,,,,,
Ampharos ⭐,67-69,20%,,Boomburst,,,,,,
Dusknoir ⭐,67-69,6%,,,,,,,,
,,,,,,,,,,
EIGHTH STRATUM - B2F,,,,,,,,,,
,,,,,,,,,,
GRASS,,,,F.O.E.,,,,F.O.E.,,
POKÉMON,LEVEL,ENCOUNTER %,,POKÉMON,LEVEL,ENCOUNTER %,,POKÉMON,LEVEL,ENCOUNTER %
Parasect,68-69,20%,,Tangrowth ⭐,80,Event,,Tangrowth ⭐,80,Event
Ariados,68-70,24%,,Earthquake,,,,Earth Power,,
Houndoom,68-70,15%,,Phantom Force,,,,Giga Drain,,
Jynx ⭐,68-70,15%,,Poison Jab,,,,Sludge Bomb,,
Dusclops ⭐,68-70,20%,,Leaf Blade,,,,Shadow Ball,,
Ursaluna,68-70,6%,,,,,,,,
,,,,,,,,,,
EIGHTH STRATUM - B3F,,,,,,,,,,
,,,,,,,,,,
GRASS,,,,F.O.E.,,,,F.O.E.,,
POKÉMON,LEVEL,ENCOUNTER %,,POKÉMON,LEVEL,ENCOUNTER %,,POKÉMON,LEVEL,ENCOUNTER %
Jynx ⭐,69-70,20%,,Dragonite,80,Event,,Salamence,80,Event
Yanmega,69-71,24%,,Roost,,,,Outrage,,
Tangrowth ⭐,69-71,15%,,Extremespeed,,,,Earthquake,,
Swalot ⭐,69-71,15%,,Outrage,,,,Brave Bird,,
Sableye,69-71,20%,,Fire Punch,,,,Dragon Dance,,
Dragonite,69-71,6%,,,,,,,,
,,,,,,,,,,
EIGHTH STRATUM - B4F,,,,,,,,,,
,,,,,,,,,,
GRASS,,,,,,,,,,
POKÉMON,LEVEL,ENCOUNTER %,,,,,,,,
Tangrowth ⭐,70-71,20%,,,,,,,,
Absol ⭐,70-72,24%,,,,,,,,
Arbok ⭐,70-72,15%,,,,,,,,
Jynx ⭐,70-72,15%,,,,,,,,
Ampharos ⭐,70-72,20%,,,,,,,,
Dusknoir ⭐,70-72,6%,,,,,,,,
,,,,,,,,,,
EIGHTH STRATUM - B5F,,,,,,,,,,
,,,,,,,,,,
GRASS,,,,,,,,,,
POKÉMON,LEVEL,ENCOUNTER %,,,,,,,,
Jynx ⭐,72-73,20%,,,,,,,,
Ampharos ⭐,72-74,24%,,,,,,,,
Arbok ⭐,72-74,15%,,,,,,,,
Dusclops ⭐,72-74,15%,,,,,,,,
Gengar,72-74,20%,,,,,,,,
Mismagius ⭐,72-74,6%,,,,,,,,
